taxon_ids,user_supplied_name,submitted_name,matched_name,data_source_title,score,family,class
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Lanius excubitor,Lanius excubitor,Lanius excubitor,NCBI,0.988,Laniidae,Aves
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Turdus merula,Turdus merula,Turdus merula,NCBI,0.988,Turdidae,Aves
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Garrulus glandarius,Garrulus glandarius,Garrulus glandarius,NCBI,0.988,Corvidae,Aves
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Passer hispaniolensis,Passer hispaniolensis,Passer hispaniolensis,NCBI,0.988,Passeridae,Aves
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Pycnonotus xanthopygos,Pycnonotus xanthopygos,Pycnonotus xanthopygos,NCBI,0.988,Pycnonotidae,Aves
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,NCBI,0.988,Sylviidae,Aves
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Chloris chloris,Chloris chloris,Chloris chloris,NCBI,0.988,Fringillidae,Aves
"Grus ,Tyto ,Acrocephalus arundinaceus",Grus,Grus,Grus,Catalogue of Life,0.75,Gruidae,Aves
"Grus ,Tyto ,Acrocephalus arundinaceus",Tyto,Tyto,Tyto,Catalogue of Life,0.75,Tytonidae,Aves
"Grus ,Tyto ,Acrocephalus arundinaceus",Acrocephalus arundinaceus,Acrocephalus arundinaceus,Acrocephalus arundinaceus,NCBI,0.988,Acrocephalidae,Aves
Phasianus colchicus,Phasianus colchicus,Phasianus colchicus,Phasianus colchicus,NCBI,0.988,Phasianidae,Aves
Acrocephalus stentoreus,Acrocephalus stentoreus,Acrocephalus stentoreus,Acrocephalus stentoreus,NCBI,0.988,Acrocephalidae,Aves
"Acrocephalus arundinaceus,Acrocephalus stentoreus",Acrocephalus arundinaceus,Acrocephalus arundinaceus,Acrocephalus arundinaceus,NCBI,0.988,Acrocephalidae,Aves
"Acrocephalus arundinaceus,Acrocephalus stentoreus",Acrocephalus stentoreus,Acrocephalus stentoreus,Acrocephalus stentoreus,NCBI,0.988,Acrocephalidae,Aves
Apus affinis,Apus affinis,Apus affinis,Apus affinis,NCBI,0.988,Apodidae,Aves
Falco,Falco,Falco,Falco,Catalogue of Life,0.75,Falconidae,Aves
Grus,Grus,Grus,Grus,Catalogue of Life,0.75,Gruidae,Aves
Lanius collurio,Lanius collurio,Lanius collurio,Lanius collurio,NCBI,0.988,Laniidae,Aves
Pisodonophis,Pisodonophis,Pisodonophis,Pisodonophis,Catalogue of Life,0.75,Ophichthidae,Teleostei
Pipistrellus kuhlii,Pipistrellus kuhlii,Pipistrellus kuhlii,Pipistrellus kuhlii,NCBI,0.988,Vespertilionidae,Mammalia
Pycnonotus xanthopygos,Pycnonotus xanthopygos,Pycnonotus xanthopygos,Pycnonotus xanthopygos,NCBI,0.988,Pycnonotidae,Aves
"Elanus caeruleus,Falco tinnunculus,Martes foina",Elanus caeruleus,Elanus caeruleus,Elanus caeruleus,NCBI,0.988,Accipitridae,Aves
"Elanus caeruleus,Falco tinnunculus,Martes foina",Falco tinnunculus,Falco tinnunculus,Falco tinnunculus,NCBI,0.988,Falconidae,Aves
"Elanus caeruleus,Falco tinnunculus,Martes foina",Martes foina,Martes foina,Martes foina,NCBI,0.988,Mustelidae,Mammalia
"Rousettus egyptiacus,Rousettus aegyptiacus",Rousettus egyptiacus,Rousettus egyptiacus,Rousettus egyptiacus,Encyclopedia of Life,0.988,,
"Rousettus egyptiacus,Rousettus aegyptiacus",Rousettus aegyptiacus,Rousettus aegyptiacus,Rousettus aegyptiacus,NCBI,0.988,Pteropodidae,Mammalia
Rousettus aegyptiacus,Rousettus aegyptiacus,Rousettus aegyptiacus,Rousettus aegyptiacus,NCBI,0.988,Pteropodidae,Mammalia
Tyto alba,Tyto alba,Tyto alba,Tyto alba,NCBI,0.988,Tytonidae,Aves
Tyto,Tyto,Tyto,Tyto,Catalogue of Life,0.75,Tytonidae,Aves
Acrocephalus arundinaceus,Acrocephalus arundinaceus,Acrocephalus arundinaceus,Acrocephalus arundinaceus,NCBI,0.988,Acrocephalidae,Aves
Vanellus spinosus,Vanellus spinosus,Vanellus spinosus,Vanellus spinosus,Freebase,0.988,Charadriidae,Aves
Ichthyaetus audouinii,Ichthyaetus audouinii,Ichthyaetus audouinii,Ichthyaetus audouinii,NCBI,0.988,Laridae,Aves
Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,NCBI,0.988,Accipitridae,Aves
Phylloscopus sibillatrix,Phylloscopus sibillatrix,Phylloscopus sibillatrix,Phylloscopus sibillatrix,Open Tree of Life Reference Taxonomy,0.988,Phylloscopidae,Aves
Milvus migrans,Milvus migrans,Milvus migrans,Milvus migrans,NCBI,0.988,Accipitridae,Aves
"Polemaetus bellicosus,Acryllium vulturinum",Polemaetus bellicosus,Polemaetus bellicosus,Polemaetus bellicosus,NCBI,0.988,Accipitridae,Aves
"Polemaetus bellicosus,Acryllium vulturinum",Acryllium vulturinum,Acryllium vulturinum,Acryllium vulturinum,NCBI,0.988,Numididae,Aves
Balaenoptera musculus,Balaenoptera musculus,Balaenoptera musculus,Balaenoptera musculus,NCBI,0.988,Balaenopteridae,Mammalia
Aves,Aves,Aves,Aves,Catalogue of Life,0.75,,Aves
"Balaenoptera borealis,Balaenoptera physalus,Balaenoptera musculus,Physeter macrocephalus",Balaenoptera borealis,Balaenoptera borealis,Balaenoptera borealis,NCBI,0.988,Balaenopteridae,Mammalia
"Balaenoptera borealis,Balaenoptera physalus,Balaenoptera musculus,Physeter macrocephalus",Balaenoptera physalus,Balaenoptera physalus,Balaenoptera physalus,NCBI,0.988,Balaenopteridae,Mammalia
"Balaenoptera borealis,Balaenoptera physalus,Balaenoptera musculus,Physeter macrocephalus",Balaenoptera musculus,Balaenoptera musculus,Balaenoptera musculus,NCBI,0.988,Balaenopteridae,Mammalia
"Balaenoptera borealis,Balaenoptera physalus,Balaenoptera musculus,Physeter macrocephalus",Physeter macrocephalus,Physeter macrocephalus,Physeter macrocephalus,Freebase,0.988,Physeteridae,Mammalia
Papio hamadryas,Papio hamadryas,Papio hamadryas,Papio hamadryas,NCBI,0.988,Cercopithecidae,Mammalia
"Bos taurus,Meles meles",Bos taurus,Bos taurus,Bos taurus,NCBI,0.988,Bovidae,Mammalia
"Bos taurus,Meles meles",Meles meles,Meles meles,Meles meles,NCBI,0.988,Mustelidae,Mammalia
Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,NCBI,0.988,Accipitridae,Aves
Geronticus eremita,Geronticus eremita,Geronticus eremita,Geronticus eremita,NCBI,0.988,Threskiornithidae,Aves
Carnivora,Carnivora,Carnivora,Carnivora,Catalogue of Life,0.75,,Mammalia
Bungarus fasciatus,Bungarus fasciatus,Bungarus fasciatus,Bungarus fasciatus,NCBI,0.988,Elapidae,Reptilia
Chen caerulescens,Chen caerulescens,Chen caerulescens,Chen caerulescens,Freebase,0.988,Anatidae,Aves
Acrocephalus scirpaceus,Acrocephalus scirpaceus,Acrocephalus scirpaceus,Acrocephalus scirpaceus,NCBI,0.988,Acrocephalidae,Aves
Procnias nudicollis,Procnias nudicollis,Procnias nudicollis,Procnias nudicollis,NCBI,0.988,Cotingidae,Aves
Branta leucopsis,Branta leucopsis,Branta leucopsis,Branta leucopsis,NCBI,0.988,Anatidae,Aves
Limosa lapponica,Limosa lapponica,Limosa lapponica,Limosa lapponica,NCBI,0.988,Scolopacidae,Aves
"Pteropus alecto,Pteropus poliocephalus",Pteropus alecto,Pteropus alecto,Pteropus alecto,NCBI,0.988,Pteropodidae,Mammalia
"Pteropus alecto,Pteropus poliocephalus",Pteropus poliocephalus,Pteropus poliocephalus,Pteropus poliocephalus,NCBI,0.988,Pteropodidae,Mammalia
Pteropus alecto,Pteropus alecto,Pteropus alecto,Pteropus alecto,NCBI,0.988,Pteropodidae,Mammalia
Pteropus poliocephalus,Pteropus poliocephalus,Pteropus poliocephalus,Pteropus poliocephalus,NCBI,0.988,Pteropodidae,Mammalia
Pteropus scapulatus,Pteropus scapulatus,Pteropus scapulatus,Pteropus scapulatus,NCBI,0.988,Pteropodidae,Mammalia
"Pteropus alecto,Pteropus poliocephalus,Pteropus scapulatus",Pteropus alecto,Pteropus alecto,Pteropus alecto,NCBI,0.988,Pteropodidae,Mammalia
"Pteropus alecto,Pteropus poliocephalus,Pteropus scapulatus",Pteropus poliocephalus,Pteropus poliocephalus,Pteropus poliocephalus,NCBI,0.988,Pteropodidae,Mammalia
"Pteropus alecto,Pteropus poliocephalus,Pteropus scapulatus",Pteropus scapulatus,Pteropus scapulatus,Pteropus scapulatus,NCBI,0.988,Pteropodidae,Mammalia
Pluvialis squatarola,Pluvialis squatarola,Pluvialis squatarola,Pluvialis squatarola,NCBI,0.988,Charadriidae,Aves
Dasyprocta,Dasyprocta,Dasyprocta,Dasyprocta,Catalogue of Life,0.75,Dasyproctidae,Mammalia
Numenius americanus,Numenius americanus,Numenius americanus,Numenius americanus,NCBI,0.988,Scolopacidae,Aves
Larus michahellis,Larus michahellis,Larus michahellis,Larus michahellis,NCBI,0.988,Laridae,Aves
Accipiter gentilis,Accipiter gentilis,Accipiter gentilis,Accipiter gentilis,NCBI,0.988,Accipitridae,Aves
Anser fabalis,Anser fabalis,Anser fabalis,Anser fabalis,NCBI,0.988,Anatidae,Aves
Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,NCBI,0.988,Accipitridae,Aves
Myotis bechsteini,Myotis bechsteini,Myotis bechsteini,Myotis bechsteini,AnAge,0.988,,
Spizaetus,Spizaetus,Spizaetus,Spizaetus,Catalogue of Life,0.75,Accipitridae,Aves
Houbaropsis bengalensis,Houbaropsis bengalensis,Houbaropsis bengalensis,Houbaropsis bengalensis,Freebase,0.988,Otididae,Aves
Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,NCBI,0.988,Anatidae,Aves
"Cygnus ,Cygnus columbianus",Cygnus,Cygnus,Cygnus,Catalogue of Life,0.75,Anatidae,Aves
"Cygnus ,Cygnus columbianus",Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,NCBI,0.988,Anatidae,Aves
"Pterocles alchata,Pterocles senegallus",Pterocles alchata,Pterocles alchata,Pterocles alchata,NCBI,0.988,Pteroclididae,Aves
"Pterocles alchata,Pterocles senegallus",Pterocles senegallus,Pterocles senegallus,Pterocles senegallus,Freebase,0.988,Pteroclididae,Aves
"Anthracoceros albirostris,Buceros bicornis,Aceros nipalensis",Anthracoceros albirostris,Anthracoceros albirostris,Anthracoceros albirostris,NCBI,0.988,Bucerotidae,Aves
"Anthracoceros albirostris,Buceros bicornis,Aceros nipalensis",Buceros bicornis,Buceros bicornis,Buceros bicornis,NCBI,0.988,Bucerotidae,Aves
"Anthracoceros albirostris,Buceros bicornis,Aceros nipalensis",Aceros nipalensis,Aceros nipalensis,Aceros nipalensis,NCBI,0.988,Bucerotidae,Aves
Catharus bicknelli,Catharus bicknelli,Catharus bicknelli,Catharus bicknelli,NCBI,0.988,Turdidae,Aves
Pterodroma sandwichensis,Pterodroma sandwichensis,Pterodroma sandwichensis,Pterodroma sandwichensis,NCBI,0.988,Procellariidae,Aves
Catharus minimus,Catharus minimus,Catharus minimus,Catharus minimus,NCBI,0.988,Turdidae,Aves
Catharus guttatus,Catharus guttatus,Catharus guttatus,Catharus guttatus,NCBI,0.988,Turdidae,Aves
Catharus ustulatus,Catharus ustulatus,Catharus ustulatus,Catharus ustulatus,NCBI,0.988,Turdidae,Aves
Catharus fuscescens,Catharus fuscescens,Catharus fuscescens,Catharus fuscescens,NCBI,0.988,Turdidae,Aves
Hylocichla mustelina,Hylocichla mustelina,Hylocichla mustelina,Hylocichla mustelina,NCBI,0.988,Turdidae,Aves
"Chelonia mydas,Dermochelys coriacea",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988,Cheloniidae,Reptilia
"Chelonia mydas,Dermochelys coriacea",Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,NCBI,0.988,Dermochelyidae,Reptilia
"Anas ,Anas platyrhynchos",Anas,Anas,Anas,Catalogue of Life,0.75,Anatidae,Aves
"Anas ,Anas platyrhynchos",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988,Anatidae,Aves
Gyps bengalensis,Gyps bengalensis,Gyps bengalensis,Gyps bengalensis,NCBI,0.988,Accipitridae,Aves
"Aquila clanga,Pernis apivorus",Aquila clanga,Aquila clanga,Aquila clanga,Freebase,0.988,Accipitridae,Aves
"Aquila clanga,Pernis apivorus",Pernis apivorus,Pernis apivorus,Pernis apivorus,NCBI,0.988,Accipitridae,Aves
"Aquila pomarina,Pandion haliaetus",Aquila pomarina,Aquila pomarina,Aquila pomarina,Freebase,0.988,Accipitridae,Aves
"Aquila pomarina,Pandion haliaetus",Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,NCBI,0.988,Pandionidae,Aves
Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,NCBI,0.988,Accipitridae,Aves
Larus dominicanus,Larus dominicanus,Larus dominicanus,Larus dominicanus,NCBI,0.988,Laridae,Aves
Canis mesomelas,Canis mesomelas,Canis mesomelas,Canis mesomelas,NCBI,0.988,Canidae,Mammalia
Ursus americanus,Ursus americanus,Ursus americanus,Ursus americanus,NCBI,0.988,Ursidae,Mammalia
"Harpyhaliaetus coronatus,Geranoaetus melanoleucus",Harpyhaliaetus coronatus,Harpyhaliaetus coronatus,Harpyhaliaetus coronatus,NCBI,0.988,Accipitridae,Aves
"Harpyhaliaetus coronatus,Geranoaetus melanoleucus",Geranoaetus melanoleucus,Geranoaetus melanoleucus,Geranoaetus melanoleucus,NCBI,0.988,Accipitridae,Aves
Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,NCBI,0.988,Sylviidae,Aves
Centropus grillii,Centropus grillii,Centropus grillii,Centropus grillii,NCBI,0.988,Cuculidae,Aves
Nycticorax nycticorax,Nycticorax nycticorax,Nycticorax nycticorax,Nycticorax nycticorax,NCBI,0.988,Ardeidae,Aves
"Nycticorax ,Nycticorax nycticorax",Nycticorax,Nycticorax,Nycticorax,Catalogue of Life,0.75,Ardeidae,Aves
"Nycticorax ,Nycticorax nycticorax",Nycticorax nycticorax,Nycticorax nycticorax,Nycticorax nycticorax,NCBI,0.988,Ardeidae,Aves
Platalea minor,Platalea minor,Platalea minor,Platalea minor,NCBI,0.988,Threskiornithidae,Aves
Lyrurus tetrix,Lyrurus tetrix,Lyrurus tetrix,Lyrurus tetrix,NCBI,0.988,Phasianidae,Aves
Chroicocephalus ridibundus,Chroicocephalus ridibundus,Chroicocephalus ridibundus,Chroicocephalus ridibundus,NCBI,0.988,Laridae,Aves
Laridae,Laridae,Laridae,Laridae,Catalogue of Life,0.75,Laridae,Aves
Rissa tridactyla,Rissa tridactyla,Rissa tridactyla,Rissa tridactyla,NCBI,0.988,Laridae,Aves
Setophaga,Setophaga,Setophaga,Setophaga,Catalogue of Life,0.75,Parulidae,Aves
Melanitta nigra,Melanitta nigra,Melanitta nigra,Melanitta nigra,NCBI,0.988,Anatidae,Aves
Ciconia nigra,Ciconia nigra,Ciconia nigra,Ciconia nigra,NCBI,0.988,Ciconiidae,Aves
"Cathartes aura,Coragyps atratus",Cathartes aura,Cathartes aura,Cathartes aura,NCBI,0.988,Cathartidae,Aves
"Cathartes aura,Coragyps atratus",Coragyps atratus,Coragyps atratus,Coragyps atratus,NCBI,0.988,Cathartidae,Aves
Pterodroma nigripennis,Pterodroma nigripennis,Pterodroma nigripennis,Pterodroma nigripennis,NCBI,0.988,Procellariidae,Aves
"Globicephala macrorhynchus,Mesoplodon densirostris",Globicephala macrorhynchus,Globicephala macrorhynchus,Globicephala macrorhynchus,NCBI,0.988,Delphinidae,Mammalia
"Globicephala macrorhynchus,Mesoplodon densirostris",Mesoplodon densirostris,Mesoplodon densirostris,Mesoplodon densirostris,NCBI,0.988,Hyperoodontidae,Mammalia
Mesoplodon densirostris,Mesoplodon densirostris,Mesoplodon densirostris,Mesoplodon densirostris,NCBI,0.988,Hyperoodontidae,Mammalia
"Balaenoptera physalus,Balaenoptera musculus",Balaenoptera physalus,Balaenoptera physalus,Balaenoptera physalus,NCBI,0.988,Balaenopteridae,Mammalia
"Balaenoptera physalus,Balaenoptera musculus",Balaenoptera musculus,Balaenoptera musculus,Balaenoptera musculus,NCBI,0.988,Balaenopteridae,Mammalia
Anthropoides paradiseus,Anthropoides paradiseus,Anthropoides paradiseus,Anthropoides paradiseus,NCBI,0.988,Gruidae,Aves
"Chiroxiphia caudata,Pyriglena leucoptera,Sclerurus scansor",Chiroxiphia caudata,Chiroxiphia caudata,Chiroxiphia caudata,NCBI,0.988,Pipridae,Aves
"Chiroxiphia caudata,Pyriglena leucoptera,Sclerurus scansor",Pyriglena leucoptera,Pyriglena leucoptera,Pyriglena leucoptera,NCBI,0.988,Thamnophilidae,Aves
"Chiroxiphia caudata,Pyriglena leucoptera,Sclerurus scansor",Sclerurus scansor,Sclerurus scansor,Sclerurus scansor,NCBI,0.988,Furnariidae,Aves
Ara glaucogularis,Ara glaucogularis,Ara glaucogularis,Ara glaucogularis,NCBI,0.988,Psittacidae,Aves
Balaenoptera,Balaenoptera,Balaenoptera,Balaenoptera,Catalogue of Life,0.75,Balaenopteridae,Mammalia
Anas discors,Anas discors,Anas discors,Anas discors,NCBI,0.988,Anatidae,Aves
"Aquila chrysaetos,Hieraaetus fasciatus,Aquila fasciata",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988,Accipitridae,Aves
"Aquila chrysaetos,Hieraaetus fasciatus,Aquila fasciata",Hieraaetus fasciatus,Hieraaetus fasciatus,Hieraaetus fasciatus,NCBI,0.988,,
"Aquila chrysaetos,Hieraaetus fasciatus,Aquila fasciata",Aquila fasciata,Aquila fasciata,Aquila fasciata,Freebase,0.988,Accipitridae,Aves
Isoodon obesulus,Isoodon obesulus,Isoodon obesulus,Isoodon obesulus,NCBI,0.988,Peramelidae,Mammalia
Hieraaetus pennatus,Hieraaetus pennatus,Hieraaetus pennatus,Hieraaetus pennatus,NCBI,0.988,Accipitridae,Aves
"Gyps coprotheres,Gyps africanus,Necrosyrtes monachus,Torgos tracheliotus",Gyps coprotheres,Gyps coprotheres,Gyps coprotheres,NCBI,0.988,Accipitridae,Aves
"Gyps coprotheres,Gyps africanus,Necrosyrtes monachus,Torgos tracheliotus",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988,Accipitridae,Aves
"Gyps coprotheres,Gyps africanus,Necrosyrtes monachus,Torgos tracheliotus",Necrosyrtes monachus,Necrosyrtes monachus,Necrosyrtes monachus,NCBI,0.988,Accipitridae,Aves
"Gyps coprotheres,Gyps africanus,Necrosyrtes monachus,Torgos tracheliotus",Torgos tracheliotus,Torgos tracheliotus,Torgos tracheliotus,Encyclopedia of Life,0.988,Accipitridae,Aves
Tursiops truncatus,Tursiops truncatus,Tursiops truncatus,Tursiops truncatus,NCBI,0.988,Delphinidae,Mammalia
Balaena mysticetus,Balaena mysticetus,Balaena mysticetus,Balaena mysticetus,NCBI,0.988,Balaenidae,Mammalia
Branta ruficollis,Branta ruficollis,Branta ruficollis,Branta ruficollis,NCBI,0.988,Anatidae,Aves
Anatidae,Anatidae,Anatidae,Anatidae,Catalogue of Life,0.75,Anatidae,Aves
Seiurus aurocapilla,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus aurocapilla,NCBI,0.988,Parulidae,Aves
Buteo platypterus,Buteo platypterus,Buteo platypterus,Buteo platypterus,NCBI,0.988,Accipitridae,Aves
Grus rubicunda,Grus rubicunda,Grus rubicunda,Grus rubicunda,Freebase,0.988,Gruidae,Aves
"Ursus arctos,Ursus americanus",Ursus arctos,Ursus arctos,Ursus arctos,NCBI,0.988,Ursidae,Mammalia
"Ursus arctos,Ursus americanus",Ursus americanus,Ursus americanus,Ursus americanus,NCBI,0.988,Ursidae,Mammalia
Sula leucogaster,Sula leucogaster,Sula leucogaster,Sula leucogaster,NCBI,0.988,Sulidae,Aves
Pelecanus occidentalis,Pelecanus occidentalis,Pelecanus occidentalis,Pelecanus occidentalis,NCBI,0.988,Pelecanidae,Aves
Tryngites subruficollis,Tryngites subruficollis,Tryngites subruficollis,Tryngites subruficollis,Freebase,0.988,Scolopacidae,Aves
Calidris ruficollis,Calidris ruficollis,Calidris ruficollis,Calidris ruficollis,NCBI,0.988,Scolopacidae,Aves
Bufo bufo,Bufo bufo,Bufo bufo,Bufo bufo,NCBI,0.988,Bufonidae,Amphibia
Gyps fulvus,Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988,Accipitridae,Aves
Apus melba,Apus melba,Apus melba,Apus melba,Encyclopedia of Life,0.988,Apodidae,Aves
Burhinus grallarius,Burhinus grallarius,Burhinus grallarius,Burhinus grallarius,NCBI,0.988,Burhinidae,Aves
Burhinus oedicnemus,Burhinus oedicnemus,Burhinus oedicnemus,Burhinus oedicnemus,NCBI,0.988,Burhinidae,Aves
Buteo,Buteo,Buteo,Buteo,Catalogue of Life,0.75,Accipitridae,Aves
"Gypaetus ,Gypaetus barbatus",Gypaetus,Gypaetus,Gypaetus,Catalogue of Life,0.75,Accipitridae,Aves
"Gypaetus ,Gypaetus barbatus",Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,NCBI,0.988,Accipitridae,Aves
Caracara cheriway,Caracara cheriway,Caracara cheriway,Caracara cheriway,NCBI,0.988,Falconidae,Aves
"Anser albifrons,Chen caerulescens,Chen rossii",Anser albifrons,Anser albifrons,Anser albifrons,NCBI,0.988,Anatidae,Aves
"Anser albifrons,Chen caerulescens,Chen rossii",Chen caerulescens,Chen caerulescens,Chen caerulescens,Freebase,0.988,Anatidae,Aves
"Anser albifrons,Chen caerulescens,Chen rossii",Chen rossii,Chen rossii,Chen rossii,Freebase,0.988,Anatidae,Aves
Calonectris diomedea,Calonectris diomedea,Calonectris diomedea,Calonectris diomedea,NCBI,0.988,Procellariidae,Aves
Branta canadensis,Branta canadensis,Branta canadensis,Branta canadensis,NCBI,0.988,Anatidae,Aves
Charadrius hiaticula,Charadrius hiaticula,Charadrius hiaticula,Charadrius hiaticula,NCBI,0.988,Charadriidae,Aves
Canidae,Canidae,Canidae,Canidae,Catalogue of Life,0.75,Canidae,Mammalia
Canis latrans,Canis latrans,Canis latrans,Canis latrans,NCBI,0.988,Canidae,Mammalia
Syncerus caffer,Syncerus caffer,Syncerus caffer,Syncerus caffer,NCBI,0.988,Bovidae,Mammalia
Tetrao urogallus,Tetrao urogallus,Tetrao urogallus,Tetrao urogallus,NCBI,0.988,Phasianidae,Aves
Gyps coprotheres,Gyps coprotheres,Gyps coprotheres,Gyps coprotheres,NCBI,0.988,Accipitridae,Aves
"Hydrochaeris hydrochaeris,Hydrochoerus hydrochaeris",Hydrochaeris hydrochaeris,Hydrochaeris hydrochaeris,Hydrochaeris hydrochaeris,AnAge,0.988,,
"Hydrochaeris hydrochaeris,Hydrochoerus hydrochaeris",Hydrochoerus hydrochaeris,Hydrochoerus hydrochaeris,Hydrochoerus hydrochaeris,NCBI,0.988,Caviidae,Mammalia
Caretta caretta,Caretta caretta,Caretta caretta,Caretta caretta,NCBI,0.988,Cheloniidae,Reptilia
Eretmochelys imbricata,Eretmochelys imbricata,Eretmochelys imbricata,Eretmochelys imbricata,NCBI,0.988,Cheloniidae,Reptilia
Lynx rufus,Lynx rufus,Lynx rufus,Lynx rufus,NCBI,0.988,Felidae,Mammalia
"Chrysocyon brachyurus,Leopardus pardalis,Puma concolor,Leopardus tigrinus,Puma yagouaroundi",Chrysocyon brachyurus,Chrysocyon brachyurus,Chrysocyon brachyurus,NCBI,0.988,Canidae,Mammalia
"Chrysocyon brachyurus,Leopardus pardalis,Puma concolor,Leopardus tigrinus,Puma yagouaroundi",Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,NCBI,0.988,Felidae,Mammalia
